Gene Ontology	Bacteria	Paper ID
immune system process	Haemophilus influenzae	26121748
immune response	Haemophilus influenzae	32373436
immune system process	Haemophilus influenzae	32373436
immune response	Haemophilus influenzae	32345645
immune system process	Haemophilus influenzae	32345645
immune response	Haemophilus influenzae	28824877
immune system process	Haemophilus influenzae	28824877
immune response	Haemophilus influenzae	19573230
immune system process	Haemophilus influenzae	19573230
immune response	Haemophilus influenzae	32164177
immune system process	Haemophilus influenzae	32164177
immune response	Haemophilus influenzae	20671958
immune system process	Haemophilus influenzae	20671958
immune response	Haemophilus influenzae	30779683
immune system process	Haemophilus influenzae	30779683
immune response	Haemophilus influenzae	33468699
immune system process	Haemophilus influenzae	33468699
immune response	Haemophilus influenzae	20538094
immune system process	Haemophilus influenzae	20538094
immune response	Haemophilus influenzae	18977955
immune system process	Haemophilus influenzae	18977955
immune response	Haemophilus influenzae	32759748
immune system process	Haemophilus influenzae	32759748
immune response	Haemophilus influenzae	8514881
immune system process	Haemophilus influenzae	8514881
immune response	Haemophilus influenzae	17313667
immune system process	Haemophilus influenzae	17313667
immune response	Haemophilus influenzae	27698615
immune system process	Haemophilus influenzae	27698615
immune response	Haemophilus influenzae	25013388
immune system process	Haemophilus influenzae	25013388
immune response	Haemophilus influenzae	9445498
immune system process	Haemophilus influenzae	9445498
immune response	Haemophilus influenzae	28914813
immune system process	Haemophilus influenzae	28914813
immune response	Haemophilus influenzae	31632744
immune system process	Haemophilus influenzae	31632744
immune response	Haemophilus influenzae	18025042
immune system process	Haemophilus influenzae	18025042
immune response	Haemophilus influenzae	20209109
immune system process	Haemophilus influenzae	20209109
immune response	Haemophilus influenzae	21737216
immune system process	Haemophilus influenzae	21737216
immune response	Haemophilus influenzae	28264529
immune system process	Haemophilus influenzae	28264529
immune response	Haemophilus influenzae	14525626
immune system process	Haemophilus influenzae	14525626
immune response	Haemophilus influenzae	33178220
immune system process	Haemophilus influenzae	33178220
immune response	Haemophilus influenzae	24332295
immune system process	Haemophilus influenzae	24332295
immune response	Haemophilus influenzae	24855405
immune system process	Haemophilus influenzae	24855405
immune response	Haemophilus influenzae	7868272
immune system process	Haemophilus influenzae	7868272
immune response	Haemophilus influenzae	23435233
immune system process	Haemophilus influenzae	23435233
immune response	Haemophilus influenzae	29688266
immune system process	Haemophilus influenzae	29688266
immune response	Haemophilus influenzae	24396135
immune system process	Haemophilus influenzae	24396135
immune response	Haemophilus influenzae	32983141
immune system process	Haemophilus influenzae	32983141
immune response	Haemophilus influenzae	26194645
immune system process	Haemophilus influenzae	26194645
immune response	Haemophilus influenzae	31803694
immune system process	Haemophilus influenzae	31803694
immune response	Haemophilus influenzae	15618200
immune system process	Haemophilus influenzae	15618200
immune response	Haemophilus influenzae	8548193
immune system process	Haemophilus influenzae	8548193
immune response	Haemophilus influenzae	31084714
immune system process	Haemophilus influenzae	31084714
immune response	Haemophilus influenzae	21327124
immune system process	Haemophilus influenzae	21327124
immune response	Haemophilus influenzae	25793977
immune system process	Haemophilus influenzae	25793977
immune response	Haemophilus influenzae	18523585
immune system process	Haemophilus influenzae	18523585
immune response	Haemophilus influenzae	25278086
immune system process	Haemophilus influenzae	25278086
immune response	Haemophilus influenzae	30172933
immune system process	Haemophilus influenzae	30172933
immune response	Haemophilus influenzae	30564392
immune system process	Haemophilus influenzae	30564392
immune response	Haemophilus influenzae	22312111
immune system process	Haemophilus influenzae	22312111
immune response	Haemophilus influenzae	21860221
immune system process	Haemophilus influenzae	21860221
immune response	Haemophilus influenzae	24293340
immune system process	Haemophilus influenzae	24293340
immune response	Haemophilus influenzae	23230294
immune system process	Haemophilus influenzae	23230294
immune response	Haemophilus influenzae	29861734
immune system process	Haemophilus influenzae	29861734
immune response	Haemophilus influenzae	33115677
immune system process	Haemophilus influenzae	33115677
immune response	Haemophilus influenzae	31609600
immune system process	Haemophilus influenzae	31609600
immune response	Haemophilus influenzae	21098042
immune system process	Haemophilus influenzae	21098042
immune response	Haemophilus influenzae	17699836
immune system process	Haemophilus influenzae	17699836
immune response	Haemophilus influenzae	19733596
immune system process	Haemophilus influenzae	19733596
immune response	Haemophilus influenzae	9673229
immune system process	Haemophilus influenzae	9673229
immune response	Haemophilus influenzae	21951385
immune system process	Haemophilus influenzae	21951385
immune response	Haemophilus influenzae	20086249
immune system process	Haemophilus influenzae	20086249
immune response	Haemophilus influenzae	25692218
immune system process	Haemophilus influenzae	25692218
immune response	Haemophilus influenzae	27673272
immune system process	Haemophilus influenzae	27673272
immune response	Haemophilus influenzae	8932503
immune system process	Haemophilus influenzae	8932503
immune response	Haemophilus influenzae	32621741
immune system process	Haemophilus influenzae	32621741
immune response	Haemophilus influenzae	30963549
immune system process	Haemophilus influenzae	30963549
immune response	Haemophilus influenzae	11179332
immune system process	Haemophilus influenzae	11179332
immune response	Haemophilus influenzae	24830315
immune system process	Haemophilus influenzae	24830315
immune response	Haemophilus influenzae	31064827
immune system process	Haemophilus influenzae	31064827
immune response	Haemophilus influenzae	29563912
immune system process	Haemophilus influenzae	29563912
immune response	Haemophilus influenzae	31849868
immune response	Haemophilus influenzae	28823922
immune system process	Haemophilus influenzae	28823922
immune response	Haemophilus influenzae	32770825
immune system process	Haemophilus influenzae	32770825
immune response	Haemophilus influenzae	23049402
immune system process	Haemophilus influenzae	23049402
immune response	Haemophilus influenzae	23565798
immune system process	Haemophilus influenzae	23565798
immune response	Haemophilus influenzae	27288538
immune system process	Haemophilus influenzae	27288538
immune response	Haemophilus influenzae	25945594
immune system process	Haemophilus influenzae	25945594
immune response	Haemophilus influenzae	3519666
immune system process	Haemophilus influenzae	3519666
immune response	Haemophilus influenzae	29029127
immune system process	Haemophilus influenzae	29029127
immune response	Haemophilus influenzae	23536534
immune system process	Haemophilus influenzae	23536534
immune response	Haemophilus influenzae	9618447
immune system process	Haemophilus influenzae	9618447
immune response	Haemophilus influenzae	28755833
immune system process	Haemophilus influenzae	28755833
immune response	Haemophilus influenzae	31333592
immune system process	Haemophilus influenzae	31333592
immune response	Haemophilus influenzae	27759429
immune response	Haemophilus influenzae	21176950
immune system process	Haemophilus influenzae	21176950
immune response	Haemophilus influenzae	31548315
immune system process	Haemophilus influenzae	31548315
immune response	Haemophilus influenzae	30425273
immune system process	Haemophilus influenzae	30425273
immune response	Haemophilus influenzae	31842745
immune system process	Haemophilus influenzae	31842745
immune response	Haemophilus influenzae	32110062
immune response	Haemophilus influenzae	31270125
immune system process	Haemophilus influenzae	31270125
immune response	Haemophilus influenzae	33335530
immune system process	Haemophilus influenzae	33335530
immune response	Haemophilus influenzae	19590986
immune system process	Haemophilus influenzae	19590986
immune response	Haemophilus influenzae	12770762
immune system process	Haemophilus influenzae	12770762
immune response	Haemophilus influenzae	28521337
immune system process	Haemophilus influenzae	28521337
immune response	Haemophilus influenzae	30046985
immune system process	Haemophilus influenzae	30046985
immune response	Haemophilus influenzae	29636634
immune system process	Haemophilus influenzae	29636634
immune response	Haemophilus influenzae	31016966
immune system process	Haemophilus influenzae	31016966
immune response	Haemophilus influenzae	29337653
immune system process	Haemophilus influenzae	29337653
immune response	Haemophilus influenzae	15312306
immune system process	Haemophilus influenzae	15312306
immune response	Haemophilus influenzae	26325375
immune system process	Haemophilus influenzae	26325375
immune response	Haemophilus influenzae	32425944
immune system process	Haemophilus influenzae	32425944
immune response	Haemophilus influenzae	24415637
immune system process	Haemophilus influenzae	24415637
immune response	Haemophilus influenzae	24868544
